mnc,year,empty,sector,upe_code,upe_name,upe_region,upe_tax_haven,upe_lat,upe_lon,upe_fj,jur_code,jur_name,jur_region,jur_tax_haven,jur_lat,jur_lon,profit_before_tax,tax_accrued,tax_paid,employees,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,tangible_assets,total_revenues,currency
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,AUS,Australia,Asia,FALSE,-27,133,1053181386.51472,379867046.5337132,255460588.79392216,2232,2508072174.7388415,3798670.465337132,NA,NA,3204178537.511871,2511870845.204179,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,GHA,Ghana,Africa,FALSE,8,-2,458689458.6894587,163342830.0094967,184235517.5688509,2179,1682811016.1443496,949667.616334283,NA,NA,2455840455.840456,1683760683.7606838,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,SUR,Suriname,South America,FALSE,4,-56,181386514.71984807,46533713.20037987,99715099.71509972,1415,686609686.6096866,NA,NA,NA,676163342.8300096,NA,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,PER,Peru,South America,FALSE,-10,-76,-611585944.9192783,3798670.465337132,31339031.339031342,1316,428300094.96676165,3798670.465337132,NA,NA,1906932573.5992403,432098765.4320988,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,CAN,Canada,North America,FALSE,60,-95,-477682811.0161444,-14245014.245014247,-5698005.698005699,2225,1139601139.6011398,11396011.396011397,NA,NA,3929724596.3912635,1150997150.9971511,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,MEX,Mexico,North America,FALSE,23,-102,366571699.9050333,61728395.061728396,221272554.60588795,2788,2078822412.1557455,8547008.547008548,NA,NA,4410256410.256411,2087369420.702754,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,ARG,Argentina,South America,FALSE,-34,-64,-493827160.49382716,-36087369.420702755,6647673.314339981,1375,482431149.0978158,NA,NA,NA,1417853751.1870847,NA,EUR
NEWMONT,2022,FALSE,Mining & Extraction,USA,United States of America,North America,FALSE,38,-97,FJ,OTHER,Other,NA,FALSE,NA,NA,12345679.01234568,6647673.314339981,NA,133,NA,56980056.980056986,NA,NA,3798670.465337132,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ARG,Argentina,South America,FALSE,-34,-64,-6212000,-1937000,107000,NA,NA,NA,NA,NA,NA,6421000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,-6143000,NA,0,NA,NA,NA,NA,NA,NA,19545000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,-14316000,NA,525000,NA,NA,NA,NA,NA,NA,24246000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,BRA,Brazil,South America,FALSE,-10,-55,-271000,NA,1000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CHL,Chile,South America,FALSE,-30,-71,-2070000,NA,179000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,COL,Colombia,South America,FALSE,4,-72,-2681000,791000,-391000,NA,NA,NA,NA,NA,NA,13266000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,641000,NA,2000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DNK,Denmark,Europe,FALSE,56,10,-1081000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DOM,Dominican Republic,North America,FALSE,19,-70.6667,-124000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ECU,Ecuador,South America,FALSE,-2,-77.5,-283000,NA,14000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,FRA,France,Europe,FALSE,46,2,-5438000,NA,31000,NA,NA,NA,NA,NA,NA,17722000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DEU,Germany,Europe,FALSE,51,9,-21591000,381000,723000,NA,NA,NA,NA,NA,NA,112605000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,HUN,Hungary,Europe,FALSE,47,20,-4040000,NA,0,NA,NA,NA,NA,NA,NA,9675000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,IRL,Ireland,Europe,TRUE,53,-8,-90000,926000,3000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,7051000,-6135000,0,NA,NA,NA,NA,NA,NA,159542000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,-3635000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,MEX,Mexico,North America,FALSE,23,-102,-7999000,1912000,61000,NA,NA,NA,NA,NA,NA,17484000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,-46096000,12746000,821000,NA,NA,NA,NA,NA,NA,91066000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,POL,Poland,Europe,FALSE,52,20,-9000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,-4529000,1643000,-25000,NA,NA,NA,NA,NA,NA,26686000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ROU,Romania,Europe,FALSE,46,25,-9000,NA,10000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ZAF,South Africa,Africa,FALSE,-29,24,-88000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,UPE,ESP,Spain,Europe,FALSE,40,-4,-16652000,-1508000,-2652000,NA,NA,NA,NA,NA,NA,214252000,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CHE,Switzerland,Europe,TRUE,47,8,2038000,NA,4000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,-2119000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,USA,United States of America,North America,FALSE,38,-97,-7967000,NA,143000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,URY,Uruguay,South America,FALSE,-33,-56,-1544000,NA,0,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2021,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,508000,NA,NA,NA,NA,NA,NA,NA,33974000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ARG,Argentina,South America,FALSE,-34,-64,-5251000,2369000,NA,NA,NA,NA,NA,NA,NA,35265000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,-916000,NA,NA,NA,NA,NA,NA,NA,NA,43004000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,41845000,NA,NA,NA,NA,NA,NA,NA,NA,73912000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,BRA,Brazil,South America,FALSE,-10,-55,-165000,NA,1000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CHL,Chile,South America,FALSE,-30,-71,654000,NA,252000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,COL,Colombia,South America,FALSE,4,-72,-148000,653000,55000,NA,NA,NA,NA,NA,NA,30151000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,-2338000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DNK,Denmark,Europe,FALSE,56,10,-2907000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DOM,Dominican Republic,North America,FALSE,19,-70.6667,-206000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ECU,Ecuador,South America,FALSE,-2,-77.5,26000,NA,14000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,FRA,France,Europe,FALSE,46,2,-4719000,NA,NA,NA,NA,NA,NA,NA,NA,29910000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,DEU,Germany,Europe,FALSE,51,9,-14268000,-3983000,578000,NA,NA,NA,NA,NA,NA,270473000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,HUN,Hungary,Europe,FALSE,47,20,-4191000,NA,NA,NA,NA,NA,NA,NA,NA,24538000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,IRL,Ireland,Europe,TRUE,53,-8,3481000,230000,-728000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,80841000,-30556000,NA,NA,NA,NA,NA,NA,NA,350930000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,-942000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,MEX,Mexico,North America,FALSE,23,-102,320000,-726000,9000,NA,NA,NA,NA,NA,NA,34475000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,2655000,-9423000,1091000,NA,NA,NA,NA,NA,NA,255178000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,POL,Poland,Europe,FALSE,52,20,-6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,1925000,-513000,22000,NA,NA,NA,NA,NA,NA,69135000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ROU,Romania,Europe,FALSE,46,25,-60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,ZAF,South Africa,Africa,FALSE,-29,24,-59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,UPE,ESP,Spain,Europe,FALSE,40,-4,72396000,-11125000,8230000,NA,NA,NA,NA,NA,NA,410357000,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,CHE,Switzerland,Europe,TRUE,47,8,-3429000,NA,21000,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,-773000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,USA,United States of America,North America,FALSE,38,-97,-8405000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,URY,Uruguay,South America,FALSE,-33,-56,251000,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NH,2022,FALSE,"Travel, Personal & Leisure",ESP,Spain,Europe,FALSE,40,-4,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,95029000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,UPE,NLD,Netherlands,Europe,TRUE,52.5,5.75,1793000000,283000000,-26000000,8344,NA,NA,NA,NA,NA,12319000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,JPN,Japan,Asia,FALSE,36,138,170000000,46000000,-64000000,900,NA,NA,NA,NA,NA,4088000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,114000000,29000000,5000000,672,NA,NA,NA,NA,NA,1361000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ESP,Spain,Europe,FALSE,40,-4,40000000,13000000,6000000,525,NA,NA,NA,NA,NA,676000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,POL,Poland,Europe,FALSE,52,20,97000000,21000000,12000000,961,NA,NA,NA,NA,NA,497000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,GRC,Greece,Europe,FALSE,39,22,8000000,6000000,NA,415,NA,NA,NA,NA,NA,444000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,24000000,4000000,5000000,572,NA,NA,NA,NA,NA,232000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,HUN,Hungary,Europe,FALSE,47,20,12000000,3000000,3000000,351,NA,NA,NA,NA,NA,263000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ROU,Romania,Europe,FALSE,46,25,23000000,4000000,4000000,448,NA,NA,NA,NA,NA,206000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,SVK,Slovakia,Europe,FALSE,48.6667,19.5,15000000,3000000,4000000,291,NA,NA,NA,NA,NA,166000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,DEU,Germany,Europe,FALSE,51,9,37000000,7000000,2000000,10,NA,NA,NA,NA,NA,38000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,FRA,France,Europe,FALSE,46,2,54000000,16000000,NA,9,NA,NA,NA,NA,NA,69000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,9000000,3000000,2000000,6,NA,NA,NA,NA,NA,5000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,16000000,4000000,4000000,10,NA,NA,NA,NA,NA,3000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,DNK,Denmark,Europe,FALSE,56,10,11000000,1000000,NA,NA,NA,NA,NA,NA,NA,12000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BGR,Bulgaria,Europe,FALSE,43,25,2000000,NA,NA,134,NA,NA,NA,NA,NA,24000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,TUR,Turkey,Asia,FALSE,39,35,-6000000,-1000000,NA,503,NA,NA,NA,NA,NA,51000000,EUR
NN,2019,TRUE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,IRL,Ireland,Europe,TRUE,53,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,4000000,1000000,1000000,31,NA,NA,NA,NA,NA,1000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,USA,United States of America,North America,FALSE,38,-97,4000000,1000000,2000000,13,NA,NA,NA,NA,NA,NA,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,MEX,Mexico,North America,FALSE,23,-102,-1000000,NA,NA,1,NA,NA,NA,NA,NA,1000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CHE,Switzerland,Europe,TRUE,47,8,1000000,NA,1000000,11,NA,NA,NA,NA,NA,1000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ARG,Argentina,South America,FALSE,-34,-64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,NA,NA,2000000,20,NA,NA,NA,NA,NA,1000000,EUR
NN,2019,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,URY,Uruguay,South America,FALSE,-33,-56,2000000,NA,NA,1,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,UPE,NLD,Netherlands,Europe,TRUE,52.5,5.75,1799000000,285000000,87000000,8595,NA,NA,NA,NA,NA,12272000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,JPN,Japan,Asia,FALSE,36,138,206000000,57000000,81000000,901,NA,NA,NA,NA,NA,3887000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,55000000,19000000,6000000,666,NA,NA,NA,NA,NA,1114000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ESP,Spain,Europe,FALSE,40,-4,7000000,2000000,4000000,536,NA,NA,NA,NA,NA,657000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,POL,Poland,Europe,FALSE,52,20,88000000,19000000,37000000,1022,NA,NA,NA,NA,NA,499000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,GRC,Greece,Europe,FALSE,39,22,15000000,6000000,NA,419,NA,NA,NA,NA,NA,506000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,28000000,7000000,7000000,649,NA,NA,NA,NA,NA,220000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,HUN,Hungary,Europe,FALSE,47,20,12000000,3000000,3000000,374,NA,NA,NA,NA,NA,271000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ROU,Romania,Europe,FALSE,46,25,39000000,7000000,4000000,457,NA,NA,NA,NA,NA,229000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,SVK,Slovakia,Europe,FALSE,48.6667,19.5,18000000,5000000,5000000,349,NA,NA,NA,NA,NA,161000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,DEU,Germany,Europe,FALSE,51,9,22000000,6000000,8000000,10,NA,NA,NA,NA,NA,25000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,FRA,France,Europe,FALSE,46,2,43000000,6000000,1000000,9,NA,NA,NA,NA,NA,58000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,-9000000,-2000000,2000000,6,NA,NA,NA,NA,NA,-10000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,DNK,Denmark,Europe,FALSE,56,10,3000000,0,NA,NA,NA,NA,NA,NA,NA,5000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,2000000,0,3000000,12,NA,NA,NA,NA,NA,-4000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BGR,Bulgaria,Europe,FALSE,43,25,3000000,0,1000000,135,NA,NA,NA,NA,NA,25000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,TUR,Turkey,Asia,FALSE,39,35,-3000000,0,NA,395,NA,NA,NA,NA,NA,43000000,EUR
NN,2020,TRUE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,IRL,Ireland,Europe,TRUE,53,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,10000000,2000000,NA,31,NA,NA,NA,NA,NA,1000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,MEX,Mexico,North America,FALSE,23,-102,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,USA,United States of America,North America,FALSE,38,-97,1000000,0,1000000,13,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,NA,0,NA,NA,NA,NA,NA,NA,NA,1000000,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,CHE,Switzerland,Europe,TRUE,47,8,9000000,1000000,NA,8,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ARG,Argentina,South America,FALSE,-34,-64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,EUR
NN,2020,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,URY,Uruguay,South America,FALSE,-33,-56,1000000,0,NA,2,NA,NA,NA,NA,NA,NA,EUR
NN,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,UPE,NLD,Netherlands,Europe,TRUE,52.5,5.75,2875000000,459000000,247000000,8667,NA,NA,NA,NA,NA,13643000000,EUR
NN,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,JPN,Japan,Asia,FALSE,36,138,253000000,71000000,55000000,915,NA,NA,NA,NA,NA,3549000000,EUR
NN,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,106000000,21000000,57000000,673,NA,NA,NA,NA,NA,1093000000,EUR
NN,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,ESP,Spain,Europe,FALSE,40,-4,53000000,13000000,3000000,535,NA,NA,NA,NA,NA,748000000,EUR
NN,2021,FALSE,"Banking, Insurance & Financial Services",NLD,Netherlands,Europe,TRUE,52.5,5.75,FJ,POL,Poland,Europe,FALSE,52,20,66000000,16000000,-3000000,1032,NA,NA,NA,NA,NA,485000000,EUR
