mnc,year,empty,sector,upe_code,upe_name,upe_region,upe_tax_haven,upe_lat,upe_lon,upe_fj,jur_code,jur_name,jur_region,jur_tax_haven,jur_lat,jur_lon,profit_before_tax,tax_accrued,tax_paid,employees,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,tangible_assets,total_revenues,currency
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IND,India,Asia,FALSE,20,77,6205000,NA,1103000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,NZL,New Zealand,Asia,FALSE,-41,174,30286000,NA,13000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PHL,Philippines,Asia,FALSE,13,122,10134000,NA,2024000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,HKG,Hong Kong,Asia,TRUE,22.25,114.1667,95268000,NA,8376000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MNG,Mongolia,Asia,FALSE,46,105,25609000,NA,3811000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,BWA,Botswana,Africa,FALSE,-22,24,34246000,NA,2321000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PAN,Panama,North America,TRUE,9,-80,10118000,NA,661000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SAU,Saudi Arabia,Asia,FALSE,25,45,28693000,NA,1093000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,33354000,NA,23000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,OTHER,Other,NA,FALSE,NA,NA,-111020000,NA,6141000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,UPE,ESP,Spain,Europe,FALSE,40,-4,666350000,NA,91936000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,USA,United States of America,North America,FALSE,38,-97,31342000,NA,55959000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,AUS,Australia,Asia,FALSE,-27,133,552326000,NA,6865000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,DEU,Germany,Europe,FALSE,51,9,-30498000,NA,4771000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IDN,Indonesia,Asia,FALSE,-5,120,-58024000,NA,33217000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,BRA,Brazil,South America,FALSE,-10,-55,110981000,NA,41093000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2020,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,14627000,NA,1580000,NA,NA,NA,NA,NA,NA,NA,EUR
